city,date,tmax,tmin,tavg
xiangyang,1980/12/17,51,31,40
xiangyang,1980/12/18,51,30,40
xiangyang,1980/12/19,55,28,40
xiangyang,1980/12/20,51,32,41
xiangyang,1980/12/21,53,27,40
xiangyang,1980/12/22,56,37,47
xiangyang,1980/12/23,51,27,38
xiangyang,1980/12/24,40,33,36
xiangyang,1980/12/25,53,32,40
xiangyang,1980/12/26,40,24,32
xiangyang,1980/12/27,45,26,35
xiangyang,1980/12/28,47,25,34
xiangyang,1980/12/29,51,26,36
xiangyang,1980/12/30,50,25,35
xiangyang,1980/12/31,58,26,39
xiangyang,1981/1/1,49,30,38
xiangyang,1981/1/2,44,24,32
xiangyang,1981/1/3,43,25,33
xiangyang,1981/1/4,43,28,35
xiangyang,1981/1/5,38,28,32
xiangyang,1981/1/6,31,28,30
xiangyang,1981/1/7,40,28,34
xiangyang,1981/1/8,44,29,36
xiangyang,1981/1/9,52,37,40
xiangyang,1981/1/10,53,33,44
xiangyang,1981/1/11,58,28,42
xiangyang,1981/1/12,61,26,40
xiangyang,1981/1/13,63,28,44
xiangyang,1981/1/14,67,28,44
xiangyang,1981/1/15,52,29,35
xiangyang,1981/1/16,43,23,33
xiangyang,1981/1/17,48,31,37
xiangyang,1981/1/18,42,27,35
xiangyang,1981/1/19,41,33,38
xiangyang,1981/1/20,40,32,35
xiangyang,1981/1/21,34,29,31
xiangyang,1981/1/22,32,28,30
xiangyang,1981/1/23,32,30,31
xiangyang,1981/1/24,33,31,32
xiangyang,1981/1/25,33,27,29
xiangyang,1981/1/26,31,26,28
xiangyang,1981/1/27,32,28,29
xiangyang,1981/1/28,35,22,29
xiangyang,1981/1/29,36,31,33
xiangyang,1981/1/30,38,32,34
xiangyang,1981/1/31,49,28,36
xiangyang,1981/2/1,54,27,38
xiangyang,1981/2/2,50,32,39
xiangyang,1981/2/3,45,28,36
xiangyang,1981/2/4,45,27,35
xiangyang,1981/2/5,44,36,39
xiangyang,1981/2/6,61,26,40
xiangyang,1981/2/7,54,31,42
xiangyang,1981/2/8,63,34,48
xiangyang,1981/2/9,55,30,42
xiangyang,1981/2/10,61,35,46
xiangyang,1981/2/11,54,33,42
xiangyang,1981/2/12,49,37,43
xiangyang,1981/2/13,67,36,49
xiangyang,1981/2/14,64,34,49
xiangyang,1981/2/15,57,41,47
xiangyang,1981/2/16,42,33,36
xiangyang,1981/2/17,40,34,36
xiangyang,1981/2/18,42,33,38
xiangyang,1981/2/19,42,38,40
xiangyang,1981/2/20,49,36,41
xiangyang,1981/2/21,48,36,42
xiangyang,1981/2/22,51,37,44
xiangyang,1981/2/23,48,39,42
xiangyang,1981/2/24,46,37,41
xiangyang,1981/2/25,43,36,39
xiangyang,1981/2/26,42,32,36
xiangyang,1981/2/27,44,30,35
xiangyang,1981/2/28,45,28,37
xiangyang,1981/3/1,44,37,40
xiangyang,1981/3/2,43,32,37
xiangyang,1981/3/3,61,35,47
xiangyang,1981/3/4,64,40,53
xiangyang,1981/3/5,58,39,49
xiangyang,1981/3/6,64,41,51
xiangyang,1981/3/7,69,34,51
xiangyang,1981/3/8,61,44,51
xiangyang,1981/3/9,64,39,51
xiangyang,1981/3/10,65,44,52
xiangyang,1981/3/11,56,44,49
xiangyang,1981/3/12,66,48,55
xiangyang,1981/3/13,71,42,56
xiangyang,1981/3/14,73,47,60
xiangyang,1981/3/15,70,47,57
xiangyang,1981/3/16,69,45,56
xiangyang,1981/3/17,68,48,58
xiangyang,1981/3/18,73,48,60
xiangyang,1981/3/19,76,45,60
xiangyang,1981/3/20,74,50,64
xiangyang,1981/3/21,71,48,60
xiangyang,1981/3/22,65,56,60
xiangyang,1981/3/23,62,48,51
xiangyang,1981/3/24,63,45,54
xiangyang,1981/3/25,70,42,56
xiangyang,1981/3/26,68,43,55
xiangyang,1981/3/27,59,50,53
xiangyang,1981/3/28,55,49,52
xiangyang,1981/3/29,56,51,53
xiangyang,1981/3/30,55,49,51
xiangyang,1981/3/31,51,47,49
xiangyang,1981/4/1,52,48,50
xiangyang,1981/4/2,51,47,49
xiangyang,1981/4/3,52,45,47
xiangyang,1981/4/4,62,36,48
xiangyang,1981/4/5,67,43,54
xiangyang,1981/4/6,65,49,58
xiangyang,1981/4/7,60,56,57
xiangyang,1981/4/8,67,46,58
xiangyang,1981/4/9,72,50,60
xiangyang,1981/4/10,70,53,62
xiangyang,1981/4/11,76,50,63
xiangyang,1981/4/12,75,56,65
xiangyang,1981/4/13,72,56,63
xiangyang,1981/4/14,70,55,63
xiangyang,1981/4/15,75,56,65
xiangyang,1981/4/16,68,61,64
xiangyang,1981/4/17,65,54,59
xiangyang,1981/4/18,74,54,63
xiangyang,1981/4/19,68,58,62
xiangyang,1981/4/20,66,54,60
xiangyang,1981/4/21,75,49,62
xiangyang,1981/4/22,80,51,66
xiangyang,1981/4/23,83,58,71
xiangyang,1981/4/24,74,59,62
xiangyang,1981/4/25,72,47,62
